210.000,92.000,0.000
211.000,90.320,0.000
212.000,88.480,0.000
213.000,86.480,0.000
214.000,84.320,0.000
215.000,82.000,0.000
216.000,79.520,0.000
217.000,76.880,0.000
218.000,74.080,0.000
219.000,71.120,0.000
220.000,68.000,0.000
221.000,64.720,0.000
222.000,61.280,0.000
223.000,57.680,0.000
224.000,53.920,0.000
225.000,50.000,0.000
226.000,46.080,0.000
227.000,42.320,0.000
228.000,38.720,0.000
229.000,35.280,0.000
230.000,32.000,0.000
231.000,28.880,0.000
232.000,25.920,0.000
233.000,23.120,0.000
234.000,20.480,0.000
235.000,18.000,0.000
236.000,15.680,0.000
237.000,13.520,0.000
238.000,11.520,0.000
239.000,9.680,0.000
240.000,8.000,0.000
241.000,6.480,0.000
242.000,5.120,0.000
243.000,3.920,0.000
244.000,2.880,0.000
245.000,2.000,0.000
246.000,1.280,0.000
247.000,0.720,0.000
248.000,0.320,0.000
249.000,0.080,0.000
250.000,0.000,0.000
251.000,0.000,0.000
252.000,0.000,0.000
253.000,0.000,0.000
254.000,0.000,0.000
255.000,0.000,0.000
256.000,0.000,0.000
257.000,0.000,0.000
258.000,0.000,0.000
259.000,0.000,0.000
260.000,0.000,0.000
261.000,0.000,0.000
262.000,0.000,0.000
263.000,0.000,0.000
264.000,0.000,0.000
265.000,0.000,0.000
266.000,0.000,0.000
267.000,0.000,0.000
268.000,0.000,0.000
269.000,0.000,0.000
270.000,0.000,0.000
271.000,0.000,0.000
272.000,0.000,0.000
273.000,0.000,0.000
274.000,0.000,0.000
275.000,0.000,0.000
276.000,0.000,0.000
277.000,0.000,0.000
278.000,0.000,0.000
279.000,0.000,0.000
280.000,0.000,0.000
281.000,0.000,0.000
282.000,0.000,0.000
283.000,0.000,0.000
284.000,0.000,0.000
285.000,0.000,0.000
286.000,0.000,0.000
287.000,0.000,0.000
288.000,0.000,0.000
289.000,0.000,0.000
290.000,0.000,0.000
291.000,0.000,0.000
292.000,0.000,0.000
293.000,0.000,0.000
294.000,0.000,0.000
295.000,0.000,0.000
296.000,0.000,0.000
297.000,0.000,0.000
298.000,0.000,0.000
299.000,0.000,0.000
300.000,0.000,0.000
301.000,0.000,0.000
302.000,0.000,0.000
303.000,0.000,0.000
304.000,0.000,0.000
305.000,0.000,0.000
306.000,0.000,0.000
307.000,0.000,0.000
308.000,0.000,0.000
309.000,0.000,0.000
310.000,0.000,0.000
311.000,0.000,0.000
312.000,0.000,0.000
313.000,0.000,0.000
314.000,0.000,0.000
315.000,0.000,0.000
316.000,0.000,0.000
317.000,0.000,0.000
318.000,0.000,0.000
319.000,0.000,0.000
320.000,0.000,0.000
321.000,0.000,0.000
322.000,0.000,0.000
323.000,0.000,0.000
324.000,0.000,0.000
325.000,0.000,0.000
326.000,0.000,0.000
327.000,0.000,0.000
328.000,0.000,0.000
329.000,0.000,0.000
330.000,0.000,0.000
331.000,0.000,0.000
332.000,0.000,0.000
333.000,0.000,0.000
334.000,0.000,0.000
335.000,0.000,0.000
336.000,0.000,0.000
337.000,0.000,0.000
338.000,0.000,0.000
339.000,0.000,0.000
340.000,0.000,0.000
341.000,0.000,0.000
342.000,0.000,0.000
343.000,0.000,0.000
344.000,0.000,0.000
345.000,0.000,0.000
346.000,0.000,0.000
347.000,0.000,0.000
348.000,0.000,0.000
349.000,0.000,0.000
350.000,0.000,0.000
351.000,0.000,0.000
352.000,0.000,0.000
353.000,0.000,0.000
354.000,0.000,0.000
355.000,0.000,0.000
356.000,0.000,0.000
357.000,0.000,0.000
358.000,0.000,0.000
359.000,0.000,0.000
